id	iast	burmese	es	en	flag
75687	tadubhayapaṭisaṁyutta	ထို...၂-ပါးစုံ၏ ဆန့်ကျင်ဖက်ဖြစ်သော။	que es opuesto a esos… 2, ambos.	being opposed to both of those… 2.	gloss identical to the preceding headword (paṭipakkha); for paṭisaṁyutta 'connected with' would be expected
75719	tadekadesasabhāga	ထို...၏-တစိတ်-တဖို့-တပိုင်း-နှင့် (ဓမ္မာယတန,ဓမ္မဓာန် အဖြစ်ဖြင့်) တူသော အဖို့ရှိသော။	que tiene una parte semejante a una parte / porción / sección de eso… (en calidad de *dhammāyatana* o *dhammadhātu*).	having a portion like a part / portion / section of that… (as *dhammāyatana* or *dhammadhātu*).	ဓမ္မဓာန် read as ဓမ္မဓာတ် (typo in source)
75726	tadovādakara	ထို...သူ၏ အဆုံးအမကို လိုက်နာ ပြုကျင့်တတ်	que suele seguir y practicar la instrucción de esa… persona.	apt to follow and practise the instruction of that… person.	definition ends without -သော and without ။; looks truncated
75732	taddu	ယားနာ၊ ဝဲနာ။	enfermedad pruriginosa; tiña.	itching disease; ringworm.	ယားနာ / ဝဲနာ identified tentatively as itch and ringworm (dadru)
75750	taddhitābhihita	တဒ္ဓိတ်-ပစ္စည်း-ဝါစက-သည် ဟောအပ်သော။	expresado por el *taddhita* / el sufijo / el *vācaka*.	expressed by the *taddhita* / the suffix / the *vācaka*.	hyphen chain တဒ္ဓိတ်-ပစ္စည်း-ဝါစက may be one compound ('the taddhita suffix as denoter') rather than alternatives
75760	tanuka	(က) ပါးလွှားသော။ (ခ) နည်းသော။ (ဂ) ကျဲသော။ (ဃ) ကြည်လင်သော။ (င) လျော့ပါးသော။ (စ) ပိန်-ကြုံ-သေးသွယ်-သော။ (ဆ) ကျဉ်း-ငယ်-သော။ (ဇ) အနည်းငယ်-နည်းပါး-သော။ (ဈ) ပေါ့သော။ (ည) ကိုယ်ရှိသော၊ သူ။	(a) fino. (b) poco. (c) ralo. (d) claro. (e) atenuado. (f) delgado / enjuto / esbelto. (g) estrecho / pequeño. (h) escaso / exiguo. (i) ligero. (j) que tiene cuerpo (dicho de una persona).	(a) fine. (b) little. (c) sparse. (d) clear. (e) lessened. (f) thin / lean / slender. (g) narrow / small. (h) slight / scanty. (i) light. (j) having a body (said of a person).	ပါးလွှား read as ပါးလွှာ (typo in source)
75773	tanukapatta	သေးငယ်သော အရွက်ရှိသော (ရှားပင်-စသည်)။	(el árbol ‹ရှား› y demás) que tiene hojas pequeñas.	(the ‹ရှား› tree and so on) having small leaves.	plant ရှား left in Burmese: probably the cutch tree (Acacia catechu, khadira), not confirmed
75777	tanukamiḍḍhikā	ကျဉ်းမြောင်း-ငယ်-သော-ခုံမြင့်-အကျည်။	la plataforma / el estrado alto, estrecho / pequeño.	the narrow / small raised seat / platform.	ခုံမြင့်-အကျည် read as 'raised seat / platform'; အကျည် uncertain
75788	tanuja	(ရင်၌ဖြစ်သော) သား၊ သာရင်း။ «S1»	(nacido del seno) hijo; hijo propio. Véase también [[tanaya]].	(born of one's bosom) son; one's own son. See also [[tanaya]].	သာရင်း read as သားရင်း (typo in source)
75789	tanuja	ထို...အားလျော်စွာဖြစ်သော။	que surge conforme a eso….	arising in accord with that….	gloss ထို...အားလျော်စွာဖြစ်သော fits a tad- headword (tadanuja?) rather than tanuja; possibly misplaced
75804	tanupatta	(၁) သစ်ပလွေပင်။ (တိ) (၂) ကျဲသောရွက်နုရှိသော။ «S1»	(1) el árbol ‹သစ်ပလွေ›. (adjetivo) (2) que tiene hojas tiernas ralas. Véase [[tanupattapalāsa]].	(1) the ‹သစ်ပလွေ› tree. (adjective) (2) having sparse young leaves. See [[tanupattapalāsa]].	plant သစ်ပလွေပင် not identified; left in Burmese
75814	tanumajjhaturiyavisesa	ထက်စည်၊ ကျဉ်းသော အလယ်ပိုင်းအရပ် (ခါး) ရှိသော တူရိယာ အထူး။	el tambor ‹ထက်စည်›; instrumento musical especial que tiene la parte media (cintura) estrecha.	the ‹ထက်စည်› drum; a special musical instrument having a narrow middle part (waist).	ထက်စည် left in Burmese: presumably an hourglass-shaped drum, not confirmed
75815	tanumajjhatūriyavisesa	ထက်စည်၊ ကျဉ်းသော အလယ်ပိုင်းအရပ် (ခါး) ရှိသော တူရိယာ အထူး။	el tambor ‹ထက်စည်›; instrumento musical especial que tiene la parte media (cintura) estrecha.	the ‹ထက်စည်› drum; a special musical instrument having a narrow middle part (waist).	ထက်စည် left in Burmese: presumably an hourglass-shaped drum, not confirmed
75830	tanusaṁsagga	ကိုယ်တို့၏-နှီးနှော-ရောယှက်-ခြင်း၊ ကိုယ် (လက်နှီးနှောခြင်း)။	el contacto / la mezcla de los cuerpos; el cuerpo (el contacto de las manos).	the contact / the mingling of bodies; the body (the contact of hands).	second gloss ကိုယ် (လက်နှီးနှောခြင်း) is unclear
75841	tantaka	(၁) ဖြန့်အပ်သောချည်၊ ယက်ကန်းတန်း။ (၂) တန္တနည်း၊ ၁-ပုဒ်တည်း ဖြစ်လျက် အနက် ၂-ကြိမ် ဟောရသောနည်း။ (၃) အဝတ်-အထည်-ပုဆိုး-သစ်။	(1) hilo que se ha extendido; urdimbre del telar. (2) el método *tanta*; el método en que, siendo 1 sola palabra, se enseñan 2 significados. (3) ropa / tela / paño / nuevo.	(1) thread that has been spread out; the warp of the loom. (2) the *tanta* method; the method in which, while being 1 single word, 2 meanings are taught. (3) clothing / cloth / lower garment / new.	(3) 'အဝတ်-အထည်-ပုဆိုး-သစ်': the last alternative သစ် ('new') is unclear in the chain; perhaps 'new cloth'
75866	tanti	(၁) အစဉ်။ (က) ပါဠိတော်၊ ပိဋက ၃-ပုံ (ဘုရားစကားတော်အစဉ်)။ (ခ) အဋ္ဌကထာ (အဖွင့်စကားအစဉ်)။ (ဂ) ဋီကာ (အဖွင့်စကားအစဉ်)။ (ဃ) ကျင့်စဉ်။ (င) ဟောစဉ်၊ ဒေသနာစဉ်။ (စ) ဆရာစဉ်။ «S1» (ဆ) အနွယ်စဉ်။ «S2» (ဇ) သူတော်ကောင်းတရားအစဉ်။ «S3» (ဈ) သား,မြေးအစဉ်။ (ည) အာဂုံပါဠိ။ (ဋ) ကျမ်းဂန် (စကားဝါကျအစဉ်)။ (ဌ) သင်စဉ်။ (ဍ) ပို့ချစဉ်။ «S4» (ဎ) ဂုဏ်-ကောင်းမှု-အစဉ်။ (၂) ကြိုး။ (က) စောင်းကြိုး၊ စောင်းညှုိ့။ «S5» (ခ) စည်ကြိုး။ (၃) အကြော။ (၄) လုံ့လ၊ ကြောင့်ကြ၊ ဗျာပါရ။ «S6»	(1) sucesión. (a) el texto canónico pāḷi, los 3 *piṭaka* (la sucesión de las palabras del Buddha). (b) el comentario (la sucesión de palabras explicativas). (c) el *ṭīkā* (la sucesión de palabras explicativas). (d) la sucesión de la práctica. (e) la sucesión de la enseñanza; la sucesión de la *desanā*. (f) la sucesión de los maestros. Véase también [[tantisannissaya]]. (g) la sucesión del linaje. Véanse también [[tantidhāraka]], [[tantipaveṇīghaṭanaka]]. (h) la sucesión de la Enseñanza de las personas buenas. Véase [[tantipālaka]]. (i) la sucesión de hijos y nietos. (j) el pāḷi *āgama*. (k) la escritura (la sucesión de palabras y frases). (l) el orden del estudio. (m) el orden de la instrucción. Véase [[tantimagga]]. (n) la sucesión de virtudes / buenas acciones. (2) cuerda. (a) cuerda del arpa; cordaje del arpa. Véanse también [[tantisadda]], [[tantissara]]. (b) cuerda del tambor. (3) tendón. (4) esfuerzo; solicitud; *byāpāra*. Véanse también [[tantibaddha]], [[tantibandha]].	(1) succession. (a) the canonical Pāḷi text, the 3 *piṭaka* (the succession of the Buddha's words). (b) the commentary (the succession of explanatory words). (c) the *ṭīkā* (the succession of explanatory words). (d) the succession of practice. (e) the succession of teaching; the succession of *desanā*. (f) the succession of teachers. See also [[tantisannissaya]]. (g) the succession of lineage. See also [[tantidhāraka]], [[tantipaveṇīghaṭanaka]]. (h) the succession of the Teaching of good people. See [[tantipālaka]]. (i) the succession of sons and grandsons. (j) the *āgama* Pāḷi. (k) scripture (the succession of words and sentences). (l) the order of study. (m) the order of instruction. See [[tantimagga]]. (n) the succession of virtues / good deeds. (2) cord. (a) harp string; harp stringing. See also [[tantisadda]], [[tantissara]]. (b) drum cord. (3) sinew. (4) effort; concern; *byāpāra*. See also [[tantibaddha]], [[tantibandha]].	(2a) စောင်းညှို့ rendered tentatively 'harp stringing'
75867	tantiattha	ပါဠိတော်၏။ «S1»	del texto canónico pāḷi. Véase también [[tantidesanā]].	of the canonical Pāḷi text. See also [[tantidesanā]].	definition looks truncated: 'ပါဠိတော်၏' with no noun (probably အနက် 'the meaning of the canonical text')
75868	tantiatthapaṭivedha	ပါဠိတော်(နှင့်) ပါဠိတော်၏ ကို ထိုးထွင်း၍ သိ-ခြင်း-သော (ဉာဏ်)။ «S1»	el conocer / (el conocimiento) que conoce penetrando el texto canónico pāḷi (y) … del texto canónico pāḷi. Véase [[tantidesanā]].	the knowing / (the knowledge) that penetratingly knows the canonical Pāḷi text (and) … of the canonical Pāḷi text. See [[tantidesanā]].	Burmese looks garbled: 'ပါဠိတော်၏ ကို' lacks a noun (probably အနက် 'meaning'); and 'သိ-ခြင်း-သော' mixes noun and adjective endings
75873	tantigāha	ညံသတ္တဝါ၊ ညံကောင်။	el ser ‹ညံ›; el animal ‹ညံ›.	the ‹ညံ› creature; the ‹ညံ› animal.	animal name ညံ not identified (a water creature that seizes?)
75876	tantittaya	(အာဂုံ,သာဓက) ပါဠိ ၃-ရပ်။	los 3 (tipos de) pāḷi (*āgama*, *sādhaka*).	the 3 (kinds of) Pāḷi (*āgama*, *sādhaka*).	only 2 of the 3 named in the brackets
75893	tantibhāsā	ဘုရားစကား-ပါဠိတော်-၏ တည်ရာ-ဘာသာ-စကား၊ ပါဠိဘာသာ။ မောဂ်၊သျ၊၁၊နိဒါန်း-တို့၌ကြည့်ပါ။	el lugar de asiento / la lengua / el habla de las palabras del Buddha / del texto canónico pāḷi; la lengua pāḷi. Véase en *Moggallāna* y en el *nidāna*.	the resting-place / language / speech of the Buddha's words / of the canonical Pāḷi text; the Pāḷi language. See in *Moggallāna* and in the *nidāna*.	cross-reference 'မောဂ်၊သျ၊၁၊နိဒါန်း-တို့၌ကြည့်ပါ' (Moggallāna grammar, section 1, and the Nidāna) kept as 'see'; its numbers dropped
75905	tantubha	မုံညင်း။ «S1»	mostaza. Véase también [[kaṭusneha]].	mustard. See also [[kaṭusneha]].	မုံညင်း = mustard (plant); check against the Pāḷi
75906	tantra	(၁) ချည်၊ ချည် မျှင် ချည်ပင်။ (၂) ယက်ကန်း။ (၃) ကျမ်းဂန်။ (ပြဓာန်းခြင်း၊ အဆုံးအဖြတ် စကား၊ ယက်ကန်းသည်၊ အဆောက်အဦ အခြ အရံ။ အမရ၊၂၃၊ ၁၈၄။ ဟိန္ဒီဘာသာ, ဂျိန်းဘာသာ, အချို့ မဟာယာန ဗုဒ္ဓဘာသာ ဝင်တို့ အသုံးပြုကြသော မန္တန်ကျမ်းစသည်။ အကျယ် စိန္တာမဏိ ကြည့်။ ) (၁) (၂) တနောတိ ဝိတ္ထာရေတီတိ တန္တံ၊ တန္တ။ [ တနိတဗ္ဗံ ဝိတ္ထာရေတဗ္ဗန္တိ ဝါ တန္တံ၊ စင် ကစ္စည်း။ ၆၅၆။ (- ရူ။ ၆၆၆။ နီတိ၊ သုတ္တ။ ၁၂၉၆။ ) (၃) တန္ဒြန္တိ ဟိ ဂန္ထဿ ပရသမညာ။ သီ၊ဋီ၊ သစ်၊ ၁။ ၃၇၁။ တန္တ-အနက် များလည်း ကြည့်။	(1) hilo; hebra de hilo; hilaza. (2) telar. (3) tratado; escritura. (el ser principal; palabra decisiva; tejedor; construcción y su cercado. Tratado de mantras y demás que usan los seguidores del hinduismo, del jainismo y de algunas formas del budismo Mahāyāna. Para más detalle véase el *cintāmaṇi*.) (1) (2) *tanoti vitthāretīti tantaṁ*; *tanta*. [*tanitabbaṁ vitthāretabbanti vā tantaṁ*. (3) *tandranti hi ganthassa parasamaññā*. Véanse también los significados de *tanta*.	(1) thread; strand of thread; yarn. (2) loom. (3) treatise; scripture. (being principal; decisive word; weaver; a building and its enclosure. A treatise of mantras and so on used by followers of Hinduism, Jainism and some forms of Mahāyāna Buddhism. For more detail see the *cintāmaṇi*.) (1) (2) *tanoti vitthāretīti tantaṁ*; *tanta*. [*tanitabbaṁ vitthāretabbanti vā tantaṁ*. (3) *tandranti hi ganthassa parasamaññā*. See also the meanings of *tanta*.	complex entry: Sanskrit tantra glossed from the Amarakośa; citations (Amara, Kaccāyana 656, Rūpasiddhi 666, Nīti, Sī-ṭī) dropped; unclosed '[' in source kept; 'အဆောက်အဦ အခြ အရံ' read as 'building and its enclosure' (အခြ perhaps truncated)
75919	tandī	(၁) (ပင်ကိုယ်သဘောအားဖြင့်) ပျင်းရိခြင်း၊ အားမထုတ်ခြင်း၊ ကုသိုလ်ပြုမှု၌ နာမကာယ၏-မပျံ့ပျူးခြင်း-တွန့်တိုခြင်း (လုံ့လ၏ ဆန့်ကျင်ဖက်ဖြစ်သော အကုသိုလ်ခန္ဓာ ၄-ပါး)။ (၂) အိပ်ခြင်း၊ အိပ်ငိုက်ခြင်း၊ မှိန်းနေခြင်း။ (၃) မေ့လျော့ခြင်း။	(1) la pereza (por naturaleza innata); el no esforzarse; el no desplegarse / el encogerse del *nāmakāya* en el hacer méritos (los 4 *khandha* insanos, que son lo opuesto al esfuerzo). (2) el dormir; el cabecear; el estar amodorrado. (3) el descuido.	(1) laziness (by innate nature); not exerting oneself; the not spreading out / the shrinking of the *nāmakāya* in doing meritorious deeds (the 4 unwholesome *khandha*, which are the opposite of effort). (2) sleeping; nodding off; drowsing. (3) heedlessness.	ကုသိုလ်ပြုမှု rendered 'hacer méritos' (merit); could be kusala as wholesome action ('lo sano')
75920	tandi	(၁) (ပင်ကိုယ်သဘောအားဖြင့်) ပျင်းရိခြင်း၊ အားမထုတ်ခြင်း၊ ကုသိုလ်ပြုမှု၌ နာမကာယ၏-မပျံ့ပျူးခြင်း-တွန့်တိုခြင်း (လုံ့လ၏ ဆန့်ကျင်ဖက်ဖြစ်သော အကုသိုလ်ခန္ဓာ ၄-ပါး)။ (၂) အိပ်ခြင်း၊ အိပ်ငိုက်ခြင်း၊ မှိန်းနေခြင်း။ (၃) မေ့လျော့ခြင်း။	(1) la pereza (por naturaleza innata); el no esforzarse; el no desplegarse / el encogerse del *nāmakāya* en el hacer méritos (los 4 *khandha* insanos, que son lo opuesto al esfuerzo). (2) el dormir; el cabecear; el estar amodorrado. (3) el descuido.	(1) laziness (by innate nature); not exerting oneself; the not spreading out / the shrinking of the *nāmakāya* in doing meritorious deeds (the 4 unwholesome *khandha*, which are the opposite of effort). (2) sleeping; nodding off; drowsing. (3) heedlessness.	ကုသိုလ်ပြုမှု rendered 'hacer méritos' (merit); could be kusala as wholesome action ('lo sano')
75945	tapa	(ပု) (၁) သီလ။ (က) ဣန္ဒြိယသံဝရ (ဣန္ဒြေစောင့်စည်းမှု) သီလ။ (ခ) သီလပါရမီ။ «S1» (ဂ) ဥပုသ်စောင့်သုံးမှု (ဥပေါသထသီလ)။ (ဃ) သုစရိုတ်အကျင့်။ (င) ကျင့်ဝတ်၊ ခန္ဓကလာ ကျင့်ဝတ် (စာရိတ္တသီလ)။ (၂) နေက္ခမ္မပါရမီ။ «S2» (၃) သစ္စပါရမီ။ (၄) အဓိဋ္ဌာနပါရမီ။ «S3» (၅) လုံ့လ (ဝီရိယ)။ (က) ဝီရိယပါရမီ။ «S4» (ခ) အစေလကတို့၏ အကျင့်မှားကို အားထုတ်ကြောင်း (ဝီရိယ)။ «S5» (၆) သည်းခံမှု။ (က) သူတစ်ပါးတို့၏ ပြစ်မှားမှု-စသည်ကို မိမိအပော်၌ နေစေခြင်း၊ သည်းခံခြင်း (အဓိဝါသနခန္တီ)။ (ခ) ဘုရားအလောင်းတော်တို့၏ အကျင့်ဖြစ်သော သည်းခံမှု (ခန္တီပါရမီ)။ «S6» (၇) ဓုတင်အကျင့်၊ ဓုတင်တရား၊ ကိလေသာ အညစ်အကြေးကို ခါချခြင်း၏ အကြောင်းဖြစ်သော အကျင့် ၁၃-ပါး၊ ခြိုးခြံ-ခေါင်းပါး-သော အကျင့်။ (၈) မြတ်သောအကျင့်၊ သူတော်ကောင်းတရား။ (က) သိက္ခာပုဒ်ကို ဖြည့်ကျင့်ခြင်းစသော (သာသနဗြဟ္မစရိယ) အကျင့်။ «S7» (ခ) အရိယမဂ်ဟူသော (မဂ္ဂဗြဟ္မစရိယ) အကျင့်။ «S8» (၉) ပြုနိုင်ခဲသော (ဒုက္ကရ) အကျင့်။ အကျင့်မှား။ «S9» (က) အဝတ်မဆီးခြင်းစသော (အစေလကာဒိ) အကျင့်။ «S10» (ခ) ၄-ရပ်မီးဖိုနေကို ရှိခိုး ၅-မျိုးသော (ပဉ္စာတပ=ပဉ္စတပ) အကျင့်။ (ဂ) ဆူးထက်၌အိပ်ခြင်းစသော (ကဏ္ဋကသေယျာဒိ) အကျင့်။ (၁၀) အရိုအသေ မပြုခြင်း၊ အရိုသေတန်ခြင်း။ «S11» (၁၁) အကုသိုလ်။ (၁၂) ကောင်းမှုတရား။ (၁၃) မီး။ «S12» (၁၄) ကိုယ်၏ပင်ပန်းဆင်းရဲခြင်း (ကာယခေဒန)။ (၁၅) ဘာဝနာကို နှလုံးသွင်းခြင်း (ဘာဝနာမနသိကာရ)။ (၁၆) ဘုရားစကားတော်ကို-မှတ်ယူ-သင်ကြား-ခြင်း။ (၁၇) ဓုတင်ကို ဆောင်ခြင်း။ (၁၈) ရဟန်းတရားကိုပွါးများခြင်း။ (၁၉) နွေဥတု။ (န) (၂၀) ပူသောရေ၊ ရေပူ။ «S13» (တိ) (၂၁) အကျင့်ရှိသော၊ သူ။ «S14»	(masculino) (1) *sīla*. (a) el *sīla* de *indriyasaṁvara* (la contención de las *indriya*). (b) la *sīlapāramī*. Véase [[tapateja]]. (c) la observancia del *uposatha* (*uposathasīla*). (d) la práctica del *sucarita*. (e) deber de conducta; deber de conducta del *khandhaka* (*cārittasīla*). (2) la *nekkhammapāramī*. Véase [[tapateja]]. (3) la *saccapāramī*. (4) la *adhiṭṭhānapāramī*. Véase [[tapasiddhi]]. (5) esfuerzo (*vīriya*). (a) la *vīriyapāramī*. Véase [[tapateja]]. (b) (el *vīriya*) con que se esfuerzan en la práctica errónea de los *acelaka*. Véase [[tapojigucchā]] (1). (6) paciencia. (a) el hacer que las ofensas de los demás y demás permanezcan sobre uno mismo; el soportar (*adhivāsanakhantī*). (b) la paciencia que es la práctica de los futuros Buddhas (*khantīpāramī*). Véase [[tapateja]]. (7) la práctica del *dhutaṅga*; el *dhamma* del *dhutaṅga*; las 13 prácticas que son causa de sacudirse la suciedad y la mugre de los *kilesa*; la práctica frugal / austera. (8) la práctica noble; la Enseñanza de las personas buenas. (a) la práctica (*sāsanabrahmacariya*) que comienza por cumplir los *sikkhāpada*. Véase también [[tapacaraṇa]] (b). (b) la práctica (*maggabrahmacariya*) que es el *ariyamagga*. Véase [[tapassa]] (1). (9) la práctica difícil de hacer (*dukkara*). práctica errónea. Véase también [[tapojigucchāhetu]]. (a) la práctica (*acelakādi*) que comienza por no vestir ropa. Véase también [[tapojigucchā]] (2). (b) la práctica de 5 clases (*pañcātapa=pañcatapa*): 4 fuegos y el rendir homenaje al sol. (c) la práctica (*kaṇṭakaseyyādi*) que comienza por acostarse sobre espinas. (10) el no mostrar respeto; el ser irrespetuoso. Véase [[tapassī]]. (11) lo insano. (12) el estado de las buenas acciones. (13) fuego. Véase [[tapacariyā]]. (14) la fatiga y el sufrimiento del cuerpo (*kāyakhedana*). (15) el prestar atención a la *bhāvanā* (*bhāvanāmanasikāra*). (16) el retener / aprender la palabra del Buddha. (17) el observar el *dhutaṅga*. (18) el desarrollar el *dhamma* del monje. (19) la estación cálida. (neutro) (20) agua caliente. Véase [[tapoda]]. (adjetivo) (21) que tiene práctica (dicho de una persona). Véase [[tapovana]] (a).	(masculine) (1) *sīla*. (a) the *sīla* of *indriyasaṁvara* (restraint of the *indriya*). (b) the *sīlapāramī*. See [[tapateja]]. (c) keeping the *uposatha* (*uposathasīla*). (d) the practice of *sucarita*. (e) duty of conduct; the duties of conduct of the *khandhaka* (*cārittasīla*). (2) the *nekkhammapāramī*. See [[tapateja]]. (3) the *saccapāramī*. (4) the *adhiṭṭhānapāramī*. See [[tapasiddhi]]. (5) effort (*vīriya*). (a) the *vīriyapāramī*. See [[tapateja]]. (b) (the *vīriya*) by which the *acelaka* exert themselves in their wrong practice. See [[tapojigucchā]] (1). (6) patience. (a) letting the offences of others and so on remain upon oneself; enduring (*adhivāsanakhantī*). (b) the patience that is the practice of Buddhas-to-be (*khantīpāramī*). See [[tapateja]]. (7) the practice of *dhutaṅga*; the *dhamma* of *dhutaṅga*; the 13 practices that are the cause of shaking off the dirt and filth of the *kilesa*; frugal / austere practice. (8) noble practice; the Teaching of good people. (a) the practice (*sāsanabrahmacariya*) beginning with fulfilling the *sikkhāpada*. See also [[tapacaraṇa]] (b). (b) the practice (*maggabrahmacariya*) that is the *ariyamagga*. See [[tapassa]] (1). (9) practice hard to do (*dukkara*). wrong practice. See also [[tapojigucchāhetu]]. (a) the practice (*acelakādi*) beginning with wearing no clothes. See also [[tapojigucchā]] (2). (b) the fivefold practice (*pañcātapa=pañcatapa*): 4 fires and worshipping the sun. (c) the practice (*kaṇṭakaseyyādi*) beginning with lying on thorns. (10) not showing respect; being disrespectful. See [[tapassī]]. (11) the unwholesome. (12) the state of good deeds. (13) fire. See [[tapacariyā]]. (14) weariness and suffering of the body (*kāyakhedana*). (15) attending to *bhāvanā* (*bhāvanāmanasikāra*). (16) retaining / learning the Buddha's word. (17) observing the *dhutaṅga*. (18) developing the monk's *dhamma*. (19) the hot season. (neuter) (20) hot water. See [[tapoda]]. (adjective) (21) having practice (said of a person). See [[tapovana]] (a).	(9b) '၄-ရပ်မီးဖိုနေကို ရှိခိုး ၅-မျိုးသော' read as the fivefold austerity (4 fires plus the sun); (18) ရဟန်းတရား kept as 'the monk's dhamma' (samaṇadhamma?)
75956	tapana	။ (ပု) (၁) နေ။ (၂) "တပန" ငရဲ။ (န) (၃) ကိုယ်ကို-ပူပန်-ဆင်းရဲ-စေခြင်း။ «S1» (၄) စိတ်၏-ပူပန်-ဆင်းရဲ-ခြင်း-အကြောင်း၊ နှလုံးမသာယာခြင်း၊ နောင်တတဖန် ပူပန်ခြင်း။ «S2» (၅) လောင်မြိုက်ခြင်း။ ပူစေခြင်း။ (၆) ပူသောရေ၊ ရေပူ။ «S3»	(masculino) (1) el sol. (2) el infierno ‘*tapana*’. (neutro) (3) el atormentar / afligir el cuerpo. Véase [[tapassī]] (1). (4) el atormentarse / el afligirse de la mente / la causa de ello; el desagrado del corazón; el atormentarse de nuevo por el remordimiento. Véase también [[tapanīya]]. (5) el quemar. el calentar. (6) agua caliente. Véase [[tapanodaka]].	(masculine) (1) the sun. (2) the ‘*tapana*’ hell. (neuter) (3) tormenting / afflicting the body. See [[tapassī]] (1). (4) the tormenting / afflicting of the mind / its cause; displeasure of the heart; being tormented again by remorse. See also [[tapanīya]]. (5) burning. heating. (6) hot water. See [[tapanodaka]].	source begins with a stray '။'
75964	tapanīya	(၁) ရွှေ၊ နီဖလံ ရွှေ။ (တိ) (၂) (က) အကုသိုလ်ဒုစရိုတ်တရား၊ အကုသိုလ်ကံ။ (ခ) ပြုအပ်ပြီးသော ဒုစရိုတ်တရား၊ မပြုလိုက်မိသော သုစရိုတ်တရား။ (ဂ) ဆင်းရဲ-နောင်တ တစ်ဖန် ပူပန်-နှလုံးမသာယာ-ခြင်း၏ အစီးအပွါး။	(1) oro; oro ‹နီဖလံ›. (adjetivo) (2) (a) el estado de *duccarita* insano; el *kamma* insano. (b) el estado de *duccarita* ya hecho; el estado de *sucarita* que no se llegó a hacer. (c) el resultado del sufrir / del atormentarse de nuevo por el remordimiento / del desagrado del corazón.	(1) gold; ‹နီဖလံ› gold. (adjective) (2) (a) the unwholesome state of *duccarita*; unwholesome *kamma*. (b) the state of *duccarita* already done; the state of *sucarita* left undone. (c) the outcome of suffering / of being tormented again by remorse / of displeasure of the heart.	နီဖလံရွှေ: a kind of gold (perhaps refined red gold), left in Burmese
75965	tapanīyakata	ရွှေ-နီဖလံရွှေ-ဖြင့်-ပြု-ထုလုပ်-စီရင်-အပ်သော။	hecho / forjado / dispuesto con oro / oro ‹နီဖလံ›.	made / wrought / fashioned with gold / ‹နီဖလံ› gold.	နီဖလံရွှေ: a kind of gold, left in Burmese
75978	tapanīyasuvaṇṇa	လှော်ပြီး-ဦးပြီး-သော ရွှေ၊ စင်ကြယ်-တောက်ပ-သော ရွှေ။	oro tostado / fundido; oro puro / resplandeciente.	roasted / smelted gold; pure / shining gold.	'လှော်ပြီး-ဦးပြီး-သော ရွှေ': ဦးပြီး unclear; read as 'smelted/refined'
76001	tapāpehi	ပူစေလော့။	¡haz calentar!	cause to heat!	label ကာ၊ကြိ (causative verb); imperative
76012	tapussasutta	တပုဿသုတ်၊ (က) ဘုရား,တရား,သံဃာ-၌ သက်ဝင်ယုံကြည်မှု၊ မြတ်သော သီလ,ဉာဏ်အမြင်,(ကိလေသာတို့မှ) လွတ်မြောက်မှု (အရဟတ္တဖိုလ်)၊ ဤတရား ၆-ပါးနှင့် ပြည့်စုံသော တပုဿသူကြွယ်သည် မြတ်စွာဘုရား၌ ဆုံးဖြတ်ခြင်းသို့ ရောက်၏၊ အမြိုက်နိဗ္ဗာန်ကို မြင်၏၊ အမြိုက်နိဗ္ဗာန်ကို မျက်မှောက်ပြု၍ နေ၏ဟု ဟောပြရာသုတ်။	el sutta *tapussa*; (a) el sutta que enseña que el hombre acaudalado *tapussa*, dotado de estos 6 estados —la confianza que se adentra en el Buddha, la Enseñanza y el *saṅgha*; el *sīla* noble; el conocimiento y la visión; la liberación (de los *kilesa*) (el *arahattaphala*)—, ha llegado a la decisión respecto al Buddha, ve el Nibbāna inmortal y mora habiendo realizado el Nibbāna inmortal.	the *tapussa* sutta; (a) the sutta that teaches that the wealthy man *tapussa*, endowed with these 6 states —faith that enters into the Buddha, the Teaching and the *saṅgha*; noble *sīla*; knowledge and vision; liberation (from the *kilesa*) (the *arahattaphala*)—, has reached a decision regarding the Buddha, sees the deathless Nibbāna, and dwells having realised the deathless Nibbāna.	only sense (a) given
76015	tapenti	လောင်မြိုက်ကုန်၏၊ ပူပန်စေကုန်၏၊ တပေတိ-(၈)-ကြည့်။	queman; atormentan. Véase [[tapeti]] (8).	they burn; they torment. See [[tapeti]] (8).	cross-reference 'တပေတိ-(၈)-ကြည့်' not placeholdered; tapeti (76014) has only senses (a)–(d)
76017	tapeyyuṁ	ထွန်းလင်း-လောက်ပ-တင့်တယ်-ကုန်ရာ၏။ «S1»	brillarían / resplandecerían / lucirían. Véase [[tapati]] (1).	they would shine / blaze / be resplendent. See [[tapati]] (1).	လောက်ပ read as တောက်ပ (typo)
